distance_km,courier_reliability_score,rain_mm,wind_speed_kmh,weather_code,time_of_day,temperature_celsius,traffic_level,is_weekend,weather_severity,is_peak_hour,distance_bucket,rain_x_traffic,courier_x_distance,is_monsoon,day_of_week,wind_x_rain,weather_x_peak,courier_x_weather,traffic_x_dist,time_sin,time_cos,delay_probability,was_delayed
9.32,0.7035,0.0,21.54,1,9,33.4,80.3,0,0,1,1,0.0,0.1097,1,4,0.0,0.0,0.0,0.2007,0.7071,-0.7071,0.6464,1
14.05,0.5866,0.0,4.76,0,21,23.9,30.6,1,0,0,2,0.0,0.2099,1,6,0.0,0.0,0.0,0.153,-0.7071,0.7071,0.172,0
10.92,0.9264,0.0,26.01,1,8,28.6,81.3,0,0,1,2,0.0,0.0144,0,1,0.0,0.0,0.0,0.4067,0.866,-0.5,0.4589,0
8.68,0.5256,0.0,25.53,2,8,28.5,93.0,0,1,1,1,0.0,0.2161,0,1,0.0,1.0,0.0545,0.2326,0.866,-0.5,0.9424,1
17.1,0.8235,2.57,23.39,81,18,32.0,100.0,0,4,1,2,0.391,0.0625,0,4,0.1143,4.0,0.0494,0.5,-1.0,-0.0,0.99,1
22.15,0.4193,0.0,24.8,1,11,30.1,41.7,0,0,0,3,0.0,0.4049,0,4,0.0,0.0,0.0,0.3128,0.2588,-0.9659,0.8011,1
17.09,0.4971,7.42,40.01,63,17,27.9,73.7,0,4,1,2,0.4823,0.3007,0,1,0.3271,4.0,0.2378,0.3687,-0.9659,-0.2588,0.99,1
5.78,0.8332,0.0,17.46,1,0,27.2,14.1,0,0,0,1,0.0,0.038,1,1,0.0,0.0,0.0,0.0353,0.0,1.0,0.0385,0
2.85,0.8665,0.0,3.05,2,18,30.2,85.1,0,1,1,0,0.0,0.0192,0,3,0.0,1.0,0.0081,0.0,-1.0,-0.0,0.4697,0
5.34,0.6648,0.0,18.23,0,10,31.7,77.2,0,0,1,1,0.0,0.1044,0,4,0.0,0.0,0.0,0.1929,0.5,-0.866,0.5985,1
7.3,0.8469,0.0,10.64,2,17,28.6,79.8,0,1,1,1,0.0,0.0369,0,3,0.0,1.0,0.01,0.1996,-0.9659,-0.2588,0.5602,1
11.73,0.86,0.71,13.68,53,21,26.1,35.0,0,3,0,2,0.0574,0.0388,0,3,0.028,0.0,0.0262,0.1752,-0.7071,0.7071,0.5861,1
24.18,0.7685,0.0,15.55,0,8,28.8,90.8,0,0,1,3,0.0,0.1046,0,2,0.0,0.0,0.0,0.6808,0.866,-0.5,0.7264,0
9.56,0.4246,1.86,9.71,53,18,22.6,87.0,0,3,1,1,0.2809,0.2996,1,4,0.0392,3.0,0.2182,0.2176,-1.0,-0.0,0.99,1
16.27,0.5809,0.0,4.46,1,11,31.6,58.1,0,0,0,2,0.0,0.2251,1,3,0.0,0.0,0.0,0.2903,0.2588,-0.9659,0.5285,0
10.45,0.8617,21.49,2.89,82,21,26.6,27.1,1,5,0,2,0.2587,0.0365,1,6,0.0345,0.0,0.0428,0.1354,-0.7071,0.7071,0.9632,1
0.96,0.9034,0.0,19.92,2,13,33.0,65.7,0,1,0,0,0.0,0.0059,0,1,0.0,0.0,0.005,0.0,-0.2588,-0.9659,0.1393,0
4.08,0.5979,0.0,11.71,2,20,24.4,91.6,0,1,1,0,0.0,0.1206,1,1,0.0,1.0,0.0425,0.0,-0.866,0.5,0.8368,1
24.46,0.5811,0.0,4.49,3,17,27.1,93.0,0,1,1,3,0.0,0.2556,1,1,0.0,1.0,0.0452,0.6974,-0.9659,-0.2588,0.939,1
9.37,0.8639,0.0,7.72,0,10,34.3,88.1,0,0,1,1,0.0,0.0342,0,4,0.0,0.0,0.0,0.2202,0.5,-0.866,0.4747,0
12.04,0.5769,21.45,9.18,96,14,30.0,64.1,0,6,0,2,0.6119,0.2058,0,1,0.1095,0.0,0.2752,0.3204,-0.5,-0.866,0.99,1
10.26,0.5831,0.0,13.4,0,10,28.8,90.2,0,0,1,2,0.0,0.1898,0,0,0.0,0.0,0.0,0.4509,0.5,-0.866,0.828,0
3.7,0.8166,0.0,6.91,1,8,29.3,79.5,0,0,1,0,0.0,0.0354,0,2,0.0,0.0,0.0,0.0,0.866,-0.5,0.3613,0
16.51,0.6247,0.0,17.23,1,17,22.5,100.0,0,0,1,2,0.0,0.1917,0,1,0.0,0.0,0.0,0.5,-0.9659,-0.2588,0.8805,1
10.21,0.621,0.0,37.97,0,10,31.9,75.7,0,0,1,2,0.0,0.1642,0,4,0.0,0.0,0.0,0.3784,0.5,-0.866,0.7788,1
14.13,0.6702,0.0,7.47,0,9,30.6,68.6,0,0,1,2,0.0,0.1498,1,2,0.0,0.0,0.0,0.343,0.7071,-0.7071,0.5908,0
10.58,0.8672,0.0,8.5,0,20,23.8,92.4,0,0,1,2,0.0,0.0345,0,1,0.0,0.0,0.0,0.4618,-0.866,0.5,0.5231,1
3.77,0.7383,0.0,21.85,2,17,27.4,83.8,0,1,1,0,0.0,0.0609,0,0,0.0,1.0,0.0223,0.0,-0.9659,-0.2588,0.6799,0
6.72,0.6795,0.0,15.06,0,3,26.1,26.4,0,0,0,1,0.0,0.1079,0,0,0.0,0.0,0.0,0.066,0.7071,0.7071,0.1071,0
8.14,0.3424,0.0,10.31,3,17,29.0,87.7,0,1,1,1,0.0,0.3436,0,0,0.0,1.0,0.0889,0.2192,-0.9659,-0.2588,0.9707,1
2.01,0.6225,0.0,3.37,2,13,29.2,62.7,0,1,0,0,0.0,0.0744,0,2,0.0,0.0,0.0386,0.0,-0.2588,-0.9659,0.3028,0
7.96,0.6077,20.69,18.34,96,9,26.5,86.1,0,6,1,1,0.8131,0.1569,1,1,0.2165,6.0,0.2457,0.2153,0.7071,-0.7071,0.99,1
2.23,0.6932,0.0,4.73,2,17,30.0,96.1,0,1,1,0,0.0,0.058,1,2,0.0,1.0,0.0283,0.0,-0.9659,-0.2588,0.716,1
6.47,0.8895,0.0,2.99,0,12,34.1,51.3,0,0,0,1,0.0,0.0215,1,4,0.0,0.0,0.0,0.1282,0.0,-1.0,0.0759,0
7.68,0.7159,0.0,14.13,1,18,27.0,89.7,0,0,1,1,0.0,0.0953,1,4,0.0,0.0,0.0,0.2242,-1.0,-0.0,0.6551,1
7.16,0.7835,0.0,7.75,1,7,28.8,35.9,1,0,0,1,0.0,0.0616,0,6,0.0,0.0,0.0,0.0898,0.9659,-0.2588,0.0614,0
7.98,0.748,0.84,19.86,53,18,21.7,84.7,0,3,1,1,0.1584,0.0808,0,3,0.0464,3.0,0.0632,0.2117,-1.0,-0.0,0.9691,1
2.69,0.713,0.0,3.92,2,11,35.9,57.9,0,1,0,0,0.0,0.0584,0,4,0.0,0.0,0.0256,0.0,0.2588,-0.9659,0.2841,1
7.25,0.7073,0.0,7.57,0,12,31.9,67.8,0,0,0,1,0.0,0.0973,0,1,0.0,0.0,0.0,0.1696,0.0,-1.0,0.2493,0
4.94,0.8164,1.99,13.59,53,8,31.1,28.1,1,3,1,0,0.0946,0.0408,0,5,0.0571,3.0,0.0393,0.0,0.866,-0.5,0.5912,1
15.63,0.7461,2.38,8.72,63,20,25.7,96.5,0,4,1,2,0.3606,0.1048,0,4,0.0407,4.0,0.0853,0.4823,-0.866,0.5,0.99,1
8.52,0.7412,16.44,12.48,82,11,31.8,46.2,0,5,0,1,0.4057,0.0864,1,4,0.1368,0.0,0.1097,0.1156,0.2588,-0.9659,0.99,1
25.37,0.6503,1.3,12.12,61,16,31.4,52.3,0,3,0,3,0.1335,0.1971,0,1,0.0387,0.0,0.1034,0.3925,-0.866,-0.5,0.9459,1
11.72,0.4481,0.0,8.37,0,12,35.3,28.4,1,0,0,2,0.0,0.3037,0,5,0.0,0.0,0.0,0.1419,0.0,-1.0,0.2578,0
7.01,0.7943,4.68,18.58,63,10,33.6,98.3,0,4,1,1,0.5243,0.0565,0,0,0.1238,4.0,0.0622,0.2458,0.5,-0.866,0.99,1
21.72,0.8025,7.06,20.41,80,0,22.7,35.5,0,3,0,3,0.2277,0.0798,0,0,0.1634,0.0,0.0439,0.2666,0.0,1.0,0.9288,1
11.67,0.5699,0.0,26.25,2,8,34.7,74.7,0,1,1,2,0.0,0.2086,0,1,0.0,1.0,0.047,0.3736,0.866,-0.5,0.8815,1
8.54,0.5692,0.47,29.67,51,9,32.4,100.0,0,3,1,1,0.119,0.1857,0,4,0.0441,3.0,0.1414,0.25,0.7071,-0.7071,0.9876,1
16.77,0.6173,0.0,27.18,0,8,35.4,85.2,0,0,1,2,0.0,0.1984,0,1,0.0,0.0,0.0,0.4258,0.866,-0.5,0.8438,1
12.56,0.7102,0.0,43.0,0,20,32.5,86.3,0,0,1,2,0.0,0.1184,1,3,0.0,0.0,0.0,0.4316,-0.866,0.5,0.7849,1
13.78,0.9276,3.08,12.78,61,17,27.9,89.9,0,3,1,2,0.3879,0.0153,0,1,0.0689,3.0,0.0097,0.4496,-0.9659,-0.2588,0.9888,1
1.77,0.8127,0.59,33.33,61,13,29.5,55.6,0,3,0,0,0.0795,0.0241,0,1,0.0596,0.0,0.0405,0.0,-0.2588,-0.9659,0.606,1
3.49,0.8674,1.04,4.52,53,11,35.8,52.4,0,3,0,0,0.1149,0.0211,0,4,0.0124,0.0,0.0241,0.0,0.2588,-0.9659,0.6436,1
5.13,0.4742,0.0,20.15,0,19,24.6,80.8,0,0,1,1,0.0,0.2013,0,1,0.0,0.0,0.0,0.2021,-0.9659,0.2588,0.8503,1
13.21,0.8211,2.61,18.92,63,17,35.6,89.6,0,4,1,2,0.3533,0.0585,0,2,0.0932,4.0,0.0504,0.4482,-0.9659,-0.2588,0.99,1
12.27,0.5112,0.0,1.73,0,7,29.8,36.0,1,0,0,2,0.0,0.2573,1,5,0.0,0.0,0.0,0.18,0.9659,-0.2588,0.2705,0
11.23,0.8798,13.9,9.91,65,19,28.6,68.3,0,5,1,2,0.5663,0.0304,1,4,0.1027,5.0,0.0347,0.3415,-0.9659,0.2588,0.99,1
5.92,0.7932,0.0,9.49,2,10,31.6,36.7,1,1,1,1,0.0,0.053,1,6,0.0,1.0,0.0157,0.0919,0.5,-0.866,0.1488,0
0.43,0.8857,0.0,5.37,0,12,31.6,53.3,0,0,0,0,0.0,0.004,1,1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0433,0
9.52,0.5451,0.0,1.11,0,12,38.2,58.6,0,0,0,1,0.0,0.2102,1,2,0.0,0.0,0.0,0.1465,0.0,-1.0,0.405,0
12.73,0.3691,0.0,32.27,3,9,30.1,97.7,0,1,1,2,0.0,0.3823,0,3,0.0,1.0,0.0835,0.4887,0.7071,-0.7071,0.9872,1
4.67,0.6798,0.0,35.24,1,7,29.9,55.7,0,0,0,0,0.0,0.0915,0,2,0.0,0.0,0.0,0.0,0.9659,-0.2588,0.3442,0
12.42,0.8648,0.0,13.14,0,14,30.7,59.5,0,0,0,2,0.0,0.0376,1,0,0.0,0.0,0.0,0.2974,-0.5,-0.866,0.1506,0
13.44,0.6028,0.0,16.15,0,14,28.9,68.6,0,0,0,2,0.0,0.1946,0,1,0.0,0.0,0.0,0.3428,-0.5,-0.866,0.506,0
11.0,0.7724,6.02,17.67,63,11,30.4,41.6,0,4,0,2,0.249,0.0786,0,2,0.1321,0.0,0.0724,0.2081,0.2588,-0.9659,0.9704,1
18.95,0.5018,0.25,22.0,61,13,33.8,67.3,0,3,0,2,0.046,0.3065,0,4,0.0188,0.0,0.1758,0.3363,-0.2588,-0.9659,0.9592,1
15.88,0.9203,0.57,4.42,61,19,27.5,83.8,0,3,1,2,0.1163,0.0185,0,4,0.0077,3.0,0.0112,0.4191,-0.9659,0.2588,0.9144,1
8.87,0.9447,0.0,22.44,0,18,27.2,88.5,0,0,1,1,0.0,0.0087,1,2,0.0,0.0,0.0,0.2213,-1.0,-0.0,0.4788,0
15.44,0.7741,0.0,9.53,3,18,25.2,77.8,0,1,1,2,0.0,0.0875,0,0,0.0,1.0,0.0179,0.3888,-1.0,-0.0,0.681,0
6.64,0.5642,0.0,11.29,2,11,29.1,36.3,1,1,0,1,0.0,0.1704,0,6,0.0,0.0,0.048,0.0908,0.2588,-0.9659,0.2854,0
13.02,0.9433,0.0,9.62,0,11,34.2,53.2,0,0,0,2,0.0,0.0104,1,0,0.0,0.0,0.0,0.2658,0.2588,-0.9659,0.1358,0
29.4,0.8107,21.77,12.68,95,12,32.6,65.8,0,6,0,3,0.631,0.0819,1,3,0.1521,0.0,0.0824,0.4933,0.0,-1.0,0.99,1
31.65,0.6071,0.0,15.75,0,19,18.6,70.9,0,0,1,4,0.0,0.25,0,2,0.0,0.0,0.0,0.7094,-0.9659,0.2588,0.8043,1
20.97,0.4483,0.0,1.76,1,10,32.4,78.4,0,0,1,3,0.0,0.3687,0,2,0.0,0.0,0.0,0.5878,0.5,-0.866,0.9165,1
0.39,0.8275,0.0,8.86,0,21,20.9,39.6,0,0,0,0,0.0,0.0068,0,0,0.0,0.0,0.0,0.0,-0.7071,0.7071,0.047,0
10.32,0.8748,0.0,11.13,0,9,31.1,72.5,0,0,1,2,0.0,0.0313,1,0,0.0,0.0,0.0,0.3624,0.7071,-0.7071,0.3582,1
7.63,0.8,0.0,27.08,0,3,24.8,23.1,0,0,0,1,0.0,0.0561,1,3,0.0,0.0,0.0,0.0577,0.7071,0.7071,0.0759,0
8.82,0.7913,0.0,23.94,3,18,24.4,93.7,0,1,1,1,0.0,0.0634,1,3,0.0,1.0,0.0159,0.2344,-1.0,-0.0,0.7788,1
11.35,0.821,6.89,13.53,63,17,28.2,71.7,0,4,1,2,0.4545,0.0554,0,0,0.1073,4.0,0.0505,0.3583,-0.9659,-0.2588,0.99,1
7.62,0.9214,0.0,8.52,1,12,29.6,55.1,0,0,0,1,0.0,0.0138,1,0,0.0,0.0,0.0,0.1376,0.0,-1.0,0.0882,1
5.23,0.7573,0.0,7.48,0,20,28.6,89.2,0,0,1,1,0.0,0.0637,1,2,0.0,0.0,0.0,0.223,-0.866,0.5,0.5331,1
19.33,0.7456,0.0,36.08,0,7,32.4,32.6,1,0,0,2,0.0,0.1126,0,5,0.0,0.0,0.0,0.1629,0.9659,-0.2588,0.1474,0
6.14,0.4979,0.0,10.35,0,16,29.1,22.3,1,0,0,1,0.0,0.2036,0,5,0.0,0.0,0.0,0.0557,-0.866,-0.5,0.1768,0
18.53,0.8418,0.0,3.92,2,7,27.7,49.8,0,1,0,2,0.0,0.0545,0,3,0.0,0.0,0.0105,0.2489,0.9659,-0.2588,0.2716,0
2.91,0.8825,1.58,5.61,61,16,33.2,48.5,0,3,0,0,0.1411,0.016,0,0,0.0204,0.0,0.0201,0.0,-0.866,-0.5,0.6605,0
7.71,0.9451,3.84,28.52,81,19,27.3,73.6,0,4,1,1,0.3564,0.0081,0,1,0.1726,4.0,0.0086,0.184,-0.9659,0.2588,0.9868,1
10.1,0.6599,0.0,7.97,2,10,34.6,40.4,1,1,1,2,0.0,0.139,0,6,0.0,1.0,0.0331,0.2018,0.5,-0.866,0.3277,0
2.75,0.7402,0.0,27.72,0,17,30.1,21.6,1,0,1,0,0.0,0.051,0,5,0.0,0.0,0.0,0.0,-0.9659,-0.2588,0.0806,0
0.87,0.7321,0.0,9.47,0,14,27.0,51.8,0,0,0,0,0.0,0.0254,1,2,0.0,0.0,0.0,0.0,-0.5,-0.866,0.0837,1
19.44,0.9252,0.0,3.26,2,10,35.5,76.2,0,1,1,2,0.0,0.018,0,0,0.0,1.0,0.0034,0.3812,0.5,-0.866,0.5259,1
1.42,0.5784,0.0,8.36,1,19,32.4,93.8,0,0,1,0,0.0,0.0705,0,2,0.0,0.0,0.0,0.0,-0.9659,0.2588,0.6752,0
9.94,0.5701,0.0,8.59,1,15,29.9,34.9,0,0,0,1,0.0,0.1964,0,0,0.0,0.0,0.0,0.0872,-0.7071,-0.7071,0.2416,0
0.76,0.8525,0.0,11.24,1,10,33.0,88.8,0,0,1,0,0.0,0.0093,0,3,0.0,0.0,0.0,0.0,0.5,-0.866,0.3153,1
15.58,0.6719,0.0,41.79,2,20,29.2,91.6,0,1,1,2,0.0,0.1537,0,0,0.0,1.0,0.0313,0.4579,-0.866,0.5,0.916,1
11.63,0.8491,0.0,2.86,0,10,30.9,90.3,0,0,1,2,0.0,0.0433,0,4,0.0,0.0,0.0,0.4513,0.5,-0.866,0.509,1
5.3,0.8586,0.0,14.06,1,19,23.5,94.2,0,0,1,1,0.0,0.0285,1,2,0.0,0.0,0.0,0.2354,-0.9659,0.2588,0.4994,1
2.11,0.7892,16.47,12.71,65,14,33.3,76.6,0,5,0,0,0.6724,0.0319,0,4,0.1395,0.0,0.0807,0.0,-0.5,-0.866,0.99,1
3.83,0.3888,0.0,13.21,0,7,28.2,39.6,0,0,0,0,0.0,0.2191,0,3,0.0,0.0,0.0,0.0,0.9659,-0.2588,0.5463,1
3.58,0.8021,0.0,15.9,0,17,32.5,97.7,0,0,1,0,0.0,0.039,0,4,0.0,0.0,0.0,0.0,-0.9659,-0.2588,0.5618,1
10.07,0.7179,2.06,9.38,80,12,28.9,61.0,0,3,0,2,0.209,0.1049,0,4,0.0402,0.0,0.0749,0.3048,0.0,-1.0,0.9117,1
13.76,0.8496,0.77,20.29,51,17,27.2,89.8,0,3,1,2,0.1574,0.0457,0,4,0.0445,3.0,0.0292,0.449,-0.9659,-0.2588,0.959,1
6.85,0.5256,3.09,6.52,81,15,33.4,31.4,1,4,0,1,0.1357,0.1961,0,5,0.0352,0.0,0.2179,0.0785,-0.7071,-0.7071,0.9004,1
2.92,0.6279,5.0,0.73,61,9,27.3,91.8,0,3,1,0,0.5046,0.0904,0,4,0.005,3.0,0.1135,0.0,0.7071,-0.7071,0.99,1
9.4,0.5351,0.0,5.75,1,12,33.8,57.2,0,0,0,1,0.0,0.2162,1,2,0.0,0.0,0.0,0.143,0.0,-1.0,0.4304,0
9.16,0.8761,0.0,14.85,0,14,34.3,54.2,0,0,0,1,0.0,0.0294,0,2,0.0,0.0,0.0,0.1355,-0.5,-0.866,0.1166,0
6.43,0.8582,0.0,8.0,0,10,30.9,79.7,0,0,1,1,0.0,0.0312,0,0,0.0,0.0,0.0,0.1991,0.5,-0.866,0.3795,0
1.7,0.935,0.12,11.9,53,6,28.0,34.2,0,3,0,0,0.0114,0.0048,0,0,0.005,0.0,0.0083,0.0,1.0,0.0,0.1763,0
5.81,0.5706,0.0,12.8,2,13,31.1,58.9,0,1,0,1,0.0,0.1573,1,1,0.0,0.0,0.0469,0.1473,-0.2588,-0.9659,0.4951,1
0.62,0.8932,0.0,35.49,1,20,26.9,27.5,1,0,1,0,0.0,0.0049,0,6,0.0,0.0,0.0,0.0,-0.866,0.5,0.0456,0
18.45,0.6229,0.0,32.45,0,10,36.1,79.5,0,0,1,2,0.0,0.2001,0,3,0.0,0.0,0.0,0.3974,0.5,-0.866,0.8303,1
25.96,0.6937,0.0,1.63,3,20,24.2,93.7,0,1,1,3,0.0,0.1626,0,0,0.0,1.0,0.0283,0.7025,-0.866,0.5,0.873,1
9.8,0.7662,0.0,1.85,1,12,29.7,70.6,0,0,0,1,0.0,0.0783,0,2,0.0,0.0,0.0,0.1765,0.0,-1.0,0.2157,0
4.69,0.3586,0.0,15.35,1,13,34.2,62.7,0,0,0,0,0.0,0.26,0,2,0.0,0.0,0.0,0.0,-0.2588,-0.9659,0.7105,1
9.12,0.3951,0.0,26.19,0,13,30.7,64.2,0,0,0,1,0.0,0.3171,0,1,0.0,0.0,0.0,0.1604,-0.2588,-0.9659,0.7871,1
21.1,0.6484,0.0,4.49,0,13,33.8,74.9,0,0,0,3,0.0,0.1879,0,1,0.0,0.0,0.0,0.5617,-0.2588,-0.9659,0.4999,1
7.03,0.8472,0.0,2.76,0,13,29.5,47.3,0,0,0,1,0.0,0.0363,1,1,0.0,0.0,0.0,0.1182,-0.2588,-0.9659,0.0736,0
13.31,0.788,0.0,27.36,1,14,38.3,29.1,1,0,0,2,0.0,0.0756,0,6,0.0,0.0,0.0,0.1455,-0.5,-0.866,0.0593,0
11.55,0.2824,35.09,6.14,95,19,28.0,88.9,0,6,1,2,0.9785,0.4479,1,1,0.0845,6.0,0.6079,0.4445,-0.9659,0.2588,0.99,0
5.47,0.7496,0.0,30.08,0,11,34.7,66.7,0,0,0,1,0.0,0.0681,0,2,0.0,0.0,0.0,0.1667,0.2588,-0.9659,0.3403,0
10.01,0.6742,0.0,17.22,1,9,35.0,72.7,0,0,1,2,0.0,0.1299,0,0,0.0,0.0,0.0,0.3634,0.7071,-0.7071,0.6167,1
0.82,0.7651,11.99,5.62,81,13,34.0,56.1,0,4,0,0,0.4416,0.0199,0,1,0.0553,0.0,0.0759,0.0,-0.2588,-0.9659,0.9711,1
0.89,0.8278,0.0,20.94,2,10,34.0,67.8,0,1,1,0,0.0,0.0132,0,1,0.0,1.0,0.0119,0.0,0.5,-0.866,0.3531,0
3.53,0.9382,0.0,11.15,3,19,29.1,82.7,0,1,1,0,0.0,0.0068,0,0,0.0,1.0,0.0026,0.0,-0.9659,0.2588,0.4492,1
11.04,0.4959,0.0,4.7,1,6,25.3,28.8,0,0,0,2,0.0,0.2594,0,0,0.0,0.0,0.0,0.1439,1.0,0.0,0.3133,0
2.86,0.9419,0.0,29.67,1,12,32.5,59.3,0,0,0,0,0.0,0.0055,0,2,0.0,0.0,0.0,0.0,0.0,-1.0,0.0957,0
14.93,0.8566,0.0,8.81,1,7,26.9,53.8,0,0,0,2,0.0,0.0438,0,0,0.0,0.0,0.0,0.2691,0.9659,-0.2588,0.1826,0
17.12,0.879,0.0,10.91,1,10,39.3,97.9,0,0,1,2,0.0,0.0355,0,0,0.0,0.0,0.0,0.4894,0.5,-0.866,0.6199,1
5.58,0.385,0.0,5.22,1,16,32.5,38.0,0,0,0,1,0.0,0.2647,0,3,0.0,0.0,0.0,0.095,-0.866,-0.5,0.5709,0
6.28,0.8142,1.66,14.73,51,6,31.3,39.2,0,3,0,1,0.1177,0.0463,0,3,0.0552,0.0,0.04,0.0981,1.0,0.0,0.645,1
10.66,0.6543,0.0,7.7,0,19,27.9,93.7,0,0,1,2,0.0,0.1454,0,4,0.0,0.0,0.0,0.4683,-0.9659,0.2588,0.764,0
15.5,0.8743,0.0,13.46,0,21,22.1,42.0,0,0,0,2,0.0,0.0364,1,0,0.0,0.0,0.0,0.21,-0.7071,0.7071,0.1322,0
3.82,0.6895,0.0,6.74,1,6,28.8,24.8,0,0,0,0,0.0,0.0793,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0677,0
6.43,0.6658,0.0,6.04,1,14,26.7,58.3,0,0,0,1,0.0,0.1128,0,3,0.0,0.0,0.0,0.1456,-0.5,-0.866,0.2259,1
6.3,0.5209,0.0,6.32,2,11,31.8,44.9,0,1,0,1,0.0,0.192,1,2,0.0,0.0,0.0553,0.1123,0.2588,-0.9659,0.5515,1
8.59,0.7998,0.0,16.61,0,11,26.8,53.5,0,0,0,1,0.0,0.059,1,1,0.0,0.0,0.0,0.1337,0.2588,-0.9659,0.202,0
11.35,0.7556,0.0,4.23,1,8,32.1,31.1,1,0,1,2,0.0,0.0884,0,6,0.0,0.0,0.0,0.1555,0.866,-0.5,0.1053,0
3.67,0.958,3.76,5.68,81,8,29.4,29.4,1,4,1,0,0.1407,0.0039,1,6,0.034,4.0,0.0057,0.0,0.866,-0.5,0.714,0
33.54,0.6417,0.0,4.5,0,21,24.1,49.8,0,0,0,4,0.0,0.2212,0,1,0.0,0.0,0.0,0.4979,-0.7071,0.7071,0.4616,0
13.95,0.7503,1.02,12.81,61,14,32.5,65.4,0,3,0,2,0.1408,0.0983,0,4,0.0345,0.0,0.0624,0.3269,-0.5,-0.866,0.8669,1
20.46,0.7947,0.0,35.63,2,12,35.4,60.1,0,1,0,3,0.0,0.0831,1,2,0.0,0.0,0.0155,0.4507,0.0,-1.0,0.4441,1
15.35,0.9461,2.19,4.4,61,12,26.5,62.5,0,3,0,2,0.2225,0.0102,0,3,0.0196,0.0,0.0063,0.3124,0.0,-1.0,0.8299,1
11.12,0.8398,0.0,8.38,3,12,34.7,27.0,1,1,0,2,0.0,0.0466,0,6,0.0,0.0,0.0107,0.135,0.0,-1.0,0.0529,0
3.25,0.585,0.0,36.8,1,9,28.8,77.9,0,0,1,0,0.0,0.1127,1,4,0.0,0.0,0.0,0.0,0.7071,-0.7071,0.7289,1
7.7,0.6305,0.0,31.98,1,12,33.9,58.7,0,0,0,1,0.0,0.1415,1,1,0.0,0.0,0.0,0.1469,0.0,-1.0,0.3794,0
8.76,0.7369,0.0,29.23,0,5,26.8,35.8,0,0,0,1,0.0,0.0896,0,0,0.0,0.0,0.0,0.0894,0.9659,0.2588,0.1416,0
9.57,0.7492,4.58,10.38,80,7,28.1,43.5,0,3,0,1,0.2296,0.0862,1,4,0.0685,0.0,0.0628,0.1088,0.9659,-0.2588,0.9265,1
17.68,0.8608,0.0,37.61,0,17,24.9,98.1,0,0,1,2,0.0,0.0443,0,4,0.0,0.0,0.0,0.4907,-0.9659,-0.2588,0.7415,1
1.21,0.9048,0.0,2.12,1,18,27.7,80.1,0,0,1,0,0.0,0.0068,0,2,0.0,0.0,0.0,0.0,-1.0,-0.0,0.2142,1
11.72,0.5717,0.0,4.86,1,16,34.2,56.7,0,0,0,2,0.0,0.2076,0,4,0.0,0.0,0.0,0.2834,-0.866,-0.5,0.4921,1
6.81,0.8027,0.0,15.58,0,15,29.0,18.5,0,0,0,1,0.0,0.0524,0,2,0.0,0.0,0.0,0.0462,-0.7071,-0.7071,0.0511,0
6.32,0.6185,0.0,11.56,0,11,33.6,31.2,1,0,0,1,0.0,0.1366,0,5,0.0,0.0,0.0,0.0781,0.2588,-0.9659,0.1154,0
1.8,0.7066,0.0,7.47,2,11,33.7,53.7,0,1,0,0,0.0,0.0476,0,1,0.0,0.0,0.0265,0.0,0.2588,-0.9659,0.2456,0
17.28,0.623,0.0,4.64,2,7,31.4,46.0,0,1,0,2,0.0,0.1959,0,2,0.0,0.0,0.0386,0.23,0.9659,-0.2588,0.5268,1
7.37,0.7475,0.0,16.82,3,23,28.2,39.0,0,1,0,1,0.0,0.0785,0,1,0.0,0.0,0.0211,0.0975,-0.2588,0.9659,0.1885,0
7.23,0.8168,0.0,6.64,0,18,20.9,89.3,0,0,1,1,0.0,0.0481,0,3,0.0,0.0,0.0,0.2233,-1.0,-0.0,0.5004,0
7.1,0.8297,0.0,46.82,1,9,34.1,77.2,0,0,1,1,0.0,0.0428,1,2,0.0,0.0,0.0,0.193,0.7071,-0.7071,0.5536,0
4.29,0.804,1.62,25.86,51,19,27.2,87.0,0,3,1,0,0.2571,0.0421,0,4,0.0956,3.0,0.0434,0.0,-0.9659,0.2588,0.9706,1
10.97,0.6237,1.65,3.21,61,18,29.8,73.9,0,3,1,2,0.2212,0.1669,0,1,0.012,3.0,0.1154,0.3695,-1.0,-0.0,0.9824,1
15.35,0.7819,0.0,16.57,3,20,19.4,22.1,1,1,1,2,0.0,0.0829,1,5,0.0,1.0,0.017,0.1103,-0.866,0.5,0.1695,1
2.94,0.8756,3.18,17.78,81,17,29.4,38.5,1,4,1,0,0.1692,0.0175,0,5,0.0977,4.0,0.0292,0.0,-0.9659,-0.2588,0.8219,1
8.19,0.8146,0.0,21.77,0,13,35.3,55.9,0,0,0,1,0.0,0.0516,0,4,0.0,0.0,0.0,0.1398,-0.2588,-0.9659,0.1533,0
12.67,0.7228,0.0,13.66,3,19,28.4,76.4,0,1,1,2,0.0,0.1112,0,4,0.0,1.0,0.0243,0.3819,-0.9659,0.2588,0.7189,0
10.8,0.6723,32.35,9.78,82,13,38.1,40.5,0,5,0,2,0.4363,0.1348,1,4,0.1317,0.0,0.1563,0.2027,-0.2588,-0.9659,0.99,1
